Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	ENA_FIRST_PUBLIC	Experiment	HLA_Risk_Class	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	collection_date	data_type	flowcell_barcode	geo_loc_name	host	host_subject_id	instrument_name	lane	lat_lon	library_type	product_order	product_part_number	read_group_id	run_barcode	run_name	sex	source_name	tissue	treatment	work_request
AMPLICON		350	PRJNA231909	SAMN03398861		BI	public	bam run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX951059		350	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Solexa-158124	2015-03-10	36	23	human gut metagenome	ILLUMINA	2015-03-10	SRR1909404	SRS871282	SRP056054	PRJNA231909.3112121		16S	A2RDP				SL-MAL	1		16S	PDO-1124	P-MCV-0002	A2RDP.1	A2RDP130513	130513_SL-MAL_0066_FC000000000-A2RDP					36374
WGS		202	PRJNA231909	SAMN03398861		BI	public	bam run.ga_realign run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX952531		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-267168	2015-03-12	812	522	human gut metagenome	ILLUMINA	2015-03-12	SRR1910832	SRS871282	SRP056054	PRJNA231909.3112121		WGS	D2E1WACXX				SL-HEK	1		WholeGenomeShotgun	PDO-1810	P-WG-0004	D2E1W.1	D2E1WACXX130906	130906_SL-HEK_0076_BFCD2E1WACXX					37603
WGS		202	PRJNA231909	SAMN03398861		BI	public	bam run.ga_realign run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX952531		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-267168	2015-03-12	822	531	human gut metagenome	ILLUMINA	2015-03-12	SRR1910853	SRS871282	SRP056054	PRJNA231909.3112121		WGS	D2E1WACXX				SL-HEK	2		WholeGenomeShotgun	PDO-1810	P-WG-0004	D2E1W.2	D2E1WACXX130906	130906_SL-HEK_0076_BFCD2E1WACXX					37603
WGS		202	PRJNA231909	SAMN03398861		BI	public	bam run.ga_realign run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX952531		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-267168	2015-03-12	813	526	human gut metagenome	ILLUMINA	2015-03-12	SRR1913123	SRS871282	SRP056054	PRJNA231909.3112121		WGS	D2E1WACXX				SL-HEK	3		WholeGenomeShotgun	PDO-1810	P-WG-0004	D2E1W.3	D2E1WACXX130906	130906_SL-HEK_0076_BFCD2E1WACXX					37603
AMPLICON		350	PRJNA231909	SAMN03398862		BI	public	bam run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX951060		350	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Solexa-158160	2015-03-10	7	4	human gut metagenome	ILLUMINA	2015-03-10	SRR1909405	SRS871283	SRP056054	PRJNA231909.3102986		16S	A2RDP				SL-MAL	1		16S	PDO-1124	P-MCV-0002	A2RDP.1	A2RDP130513	130513_SL-MAL_0066_FC000000000-A2RDP					36374
WGS		202	PRJNA231909	SAMN03398862		BI	public	bam run.ga_realign sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX952332		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-267188	2015-03-12	850	544	human gut metagenome	ILLUMINA	2015-03-12	SRR1910634	SRS871283	SRP056054	PRJNA231909.3102986		WGS	D2E1WACXX				SL-HEK	2		WholeGenomeShotgun	PDO-1810	P-WG-0004	D2E1W.2	D2E1WACXX130906	130906_SL-HEK_0076_BFCD2E1WACXX					37603
WGS		202	PRJNA231909	SAMN03398862		BI	public	bam run.ga_realign run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX952332		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-267188	2015-03-12	836	533	human gut metagenome	ILLUMINA	2015-03-12	SRR1910665	SRS871283	SRP056054	PRJNA231909.3102986		WGS	D2E1WACXX				SL-HEK	1		WholeGenomeShotgun	PDO-1810	P-WG-0004	D2E1W.1	D2E1WACXX130906	130906_SL-HEK_0076_BFCD2E1WACXX					37603
WGS		202	PRJNA231909	SAMN03398862		BI	public	bam run.ga_realign run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX952332		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-267188	2015-03-13	842	540	human gut metagenome	ILLUMINA	2015-03-13	SRR1915824	SRS871283	SRP056054	PRJNA231909.3102986		WGS	D2E1WACXX				SL-HEK	3		WholeGenomeShotgun	PDO-1810	P-WG-0004	D2E1W.3	D2E1WACXX130906	130906_SL-HEK_0076_BFCD2E1WACXX					37603
AMPLICON		350	PRJNA231909	SAMN03398863		BI	public	bam run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX951062		350	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Solexa-157300	2015-03-11	10	6	human gut metagenome	ILLUMINA	2015-03-11	SRR1909421	SRS871284	SRP056054	PRJNA231909.3101169		16S	A3L91				SL-MAL	1		16S	PDO-1154	P-MCV-0002	A3L91.1	A3L91130510	130510_SL-MAL_0065_FC000000000-A3L91					36412
AMPLICON		350	PRJNA231909	SAMN03398864		BI	public	bam run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX951064		350	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Solexa-157348	2015-03-10	20	11	human gut metagenome	ILLUMINA	2015-03-10	SRR1909408	SRS871285	SRP056054	PRJNA231909.3114785		16S	A3L91				SL-MAL	1		16S	PDO-1154	P-MCV-0002	A3L91.1	A3L91130510	130510_SL-MAL_0065_FC000000000-A3L91					36413
AMPLICON		350	PRJNA231909	SAMN03398865		BI	public	bam run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX951065		350	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Solexa-157388	2015-03-10	36	20	human gut metagenome	ILLUMINA	2015-03-10	SRR1909410	SRS871286	SRP056054	PRJNA231909.3113669		16S	A3L91				SL-MAL	1		16S	PDO-1154	P-MCV-0002	A3L91.1	A3L91130510	130510_SL-MAL_0065_FC000000000-A3L91					36413
WGS		202	PRJNA231909	SAMN03398865		BI	public	bam run.ga_realign run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX956829		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-266050	2015-03-13	321	209	human gut metagenome	ILLUMINA	2015-03-13	SRR1915868	SRS871286	SRP056054	PRJNA231909.3113669		WGS	C2DWNACXX				SL-HEL	8		WholeGenomeShotgun	PDO-1770	P-WG-0004	C2DWN.8	C2DWNACXX130830	130830_SL-HEL_0088_BFCC2DWNACXX					37544
WGS		202	PRJNA231909	SAMN03398865		BI	public	bam run.ga_realign run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX957303		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-266050	2015-03-16	311	196	human gut metagenome	ILLUMINA	2015-03-16	SRR1916416	SRS871286	SRP056054	PRJNA231909.3113669		WGS	C2E67ACXX				SL-HED	4		WholeGenomeShotgun	PDO-1770	P-WG-0004	C2E67.4	C2E67ACXX130830	130830_SL-HED_0078_BFCC2E67ACXX					37544
WGS		202	PRJNA231909	SAMN03398865		BI	public	bam run.ga_realign run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX999474		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-266050	2015-04-17	333	211	human gut metagenome	ILLUMINA	2015-04-17	SRR1980459	SRS871286	SRP056054	PRJNA231909.3113669		WGS	D2F1CACXX				SL-HEC	8		WholeGenomeShotgun	PDO-1770	P-WG-0004	D2F1C.8	D2F1CACXX130830	130830_SL-HEC_0056_AFCD2F1CACXX					37544
WGS		202	PRJNA231909	SAMN03398865		BI	public	bam run.ga_realign run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX999474		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-266050	2015-04-17	329	208	human gut metagenome	ILLUMINA	2015-04-17	SRR1980460	SRS871286	SRP056054	PRJNA231909.3113669		WGS	D2F1CACXX				SL-HEC	7		WholeGenomeShotgun	PDO-1770	P-WG-0004	D2F1C.7	D2F1CACXX130830	130830_SL-HEC_0056_AFCD2F1CACXX					37544
WGS		202	PRJNA231909	SAMN03398865		BI	public	bam run.ga_realign sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX999474		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-266050	2015-04-17	336	213	human gut metagenome	ILLUMINA	2015-04-17	SRR1980480	SRS871286	SRP056054	PRJNA231909.3113669		WGS	D2F1CACXX				SL-HEC	6		WholeGenomeShotgun	PDO-1770	P-WG-0004	D2F1C.6	D2F1CACXX130830	130830_SL-HEC_0056_AFCD2F1CACXX					37544
AMPLICON		350	PRJNA231909	SAMN03398866		BI	public	bam run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX951066		350	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Solexa-157386	2015-03-10	22	13	human gut metagenome	ILLUMINA	2015-03-10	SRR1909411	SRS871287	SRP056054	PRJNA231909.3000094		16S	A3L91				SL-MAL	1		16S	PDO-1154	P-MCV-0002	A3L91.1	A3L91130510	130510_SL-MAL_0065_FC000000000-A3L91					36413
WGS		202	PRJNA231909	SAMN03398867		BI	public	bam run.ga_realign run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX951067		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-266119	2015-03-10	344	225	human gut metagenome	ILLUMINA	2015-03-10	SRR1909412	SRS871288	SRP056054	PRJNA231909.3103736		WGS	C2DWNACXX				SL-HEL	8		WholeGenomeShotgun	PDO-1770	P-WG-0004	C2DWN.8	C2DWNACXX130830	130830_SL-HEL_0088_BFCC2DWNACXX					37544
AMPLICON		350	PRJNA231909	SAMN03398867		BI	public	bam run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX954760		350	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Solexa-158952	2015-03-12	25	16	human gut metagenome	ILLUMINA	2015-03-12	SRR1913121	SRS871288	SRP056054	PRJNA231909.3103736		16S	A3MD2				SL-MAL	1		16S	PDO-1169	P-MCV-0002	A3MD2.1	A3MD2130515	130515_SL-MAL_0067_FC000000000-A3MD2					36420
AMPLICON		175	PRJNA231909	SAMN03398867		BI	public	bam run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX956586		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	Solexa-158952	2015-03-13	1	0	human gut metagenome	ILLUMINA	2015-03-13	SRR1915611	SRS871288	SRP056054	PRJNA231909.3103736		16S	A2G7A				SL-MAE	1		16S	PDO-1169	P-MCV-0002	A2G7A.1	A2G7A130514	130514_SL-MAE_0019_FC000000000-A2G7A					36420
WGS		202	PRJNA231909	SAMN03398867		BI	public	bam run.ga_realign run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX956803		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-266119	2015-03-13	335	212	human gut metagenome	ILLUMINA	2015-03-13	SRR1915827	SRS871288	SRP056054	PRJNA231909.3103736		WGS	C2E67ACXX				SL-HED	4		WholeGenomeShotgun	PDO-1770	P-WG-0004	C2E67.4	C2E67ACXX130830	130830_SL-HED_0078_BFCC2E67ACXX					37544
WGS		202	PRJNA231909	SAMN03398867		BI	public	bam run.ga_realign run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX999475		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-266119	2015-04-17	355	225	human gut metagenome	ILLUMINA	2015-04-17	SRR1980458	SRS871288	SRP056054	PRJNA231909.3103736		WGS	D2F1CACXX				SL-HEC	7		WholeGenomeShotgun	PDO-1770	P-WG-0004	D2F1C.7	D2F1CACXX130830	130830_SL-HEC_0056_AFCD2F1CACXX					37544
WGS		202	PRJNA231909	SAMN03398867		BI	public	bam run.ga_realign sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX999475		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-266119	2015-04-17	358	227	human gut metagenome	ILLUMINA	2015-04-17	SRR1980484	SRS871288	SRP056054	PRJNA231909.3103736		WGS	D2F1CACXX				SL-HEC	8		WholeGenomeShotgun	PDO-1770	P-WG-0004	D2F1C.8	D2F1CACXX130830	130830_SL-HEC_0056_AFCD2F1CACXX					37544
WGS		202	PRJNA231909	SAMN03398867		BI	public	bam run.ga_realign run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX999475		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-266119	2015-04-17	363	231	human gut metagenome	ILLUMINA	2015-04-17	SRR1980503	SRS871288	SRP056054	PRJNA231909.3103736		WGS	D2F1CACXX				SL-HEC	6		WholeGenomeShotgun	PDO-1770	P-WG-0004	D2F1C.6	D2F1CACXX130830	130830_SL-HEC_0056_AFCD2F1CACXX					37544
AMPLICON		350	PRJNA231909	SAMN03398868		BI	public	bam run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX951069		350	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Solexa-156099	2015-03-10	24	17	human gut metagenome	ILLUMINA	2015-03-10	SRR1909413	SRS871289	SRP056054	PRJNA231909.3111968		16S	A3RE3				SL-MAB	1		16S	PDO-1090	P-MCV-0002	A3RE3.1	A3RE3130430	130430_SL-MAB_0069_FC000000000-A3RE3					36337
AMPLICON		350	PRJNA231909	SAMN03398869		BI	public	bam run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX951070		350	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Solexa-158177	2015-03-10	9	6	human gut metagenome	ILLUMINA	2015-03-10	SRR1909414	SRS871290	SRP056054	PRJNA231909.3105746		16S	A2RDP				SL-MAL	1		16S	PDO-1124	P-MCV-0002	A2RDP.1	A2RDP130513	130513_SL-MAL_0066_FC000000000-A2RDP					36374
AMPLICON		350	PRJNA231909	SAMN03398870		BI	public	bam run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX951068		350	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Solexa-157372	2015-03-10	88	49	human gut metagenome	ILLUMINA	2015-03-10	SRR1909416	SRS871291	SRP056054	PRJNA231909.3105796		16S	A3L91				SL-MAL	1		16S	PDO-1154	P-MCV-0002	A3L91.1	A3L91130510	130510_SL-MAL_0065_FC000000000-A3L91					36413
AMPLICON		350	PRJNA231909	SAMN03398871		BI	public	bam run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX951071		350	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Solexa-158043	2015-03-10	15	9	human gut metagenome	ILLUMINA	2015-03-10	SRR1909415	SRS871292	SRP056054	PRJNA231909.3000087		16S	A2RDP				SL-MAL	1		16S	PDO-1124	P-MCV-0002	A2RDP.1	A2RDP130513	130513_SL-MAL_0066_FC000000000-A2RDP					36373
AMPLICON		350	PRJNA231909	SAMN03398872		BI	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX951073		350	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Solexa-157253	2015-03-10	26	14	human gut metagenome	ILLUMINA	2015-03-10	SRR1909417	SRS871293	SRP056054	PRJNA231909.3108598		16S	A3L91				SL-MAL	1		16S	PDO-1154	P-MCV-0002	A3L91.1	A3L91130510	130510_SL-MAL_0065_FC000000000-A3L91					36412
WGS		202	PRJNA231909	SAMN03398872		BI	public	bam run.ga_realign sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX956841		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-266126	2015-03-14	324	210	human gut metagenome	ILLUMINA	2015-03-13	SRR1915885	SRS871293	SRP056054	PRJNA231909.3108598		WGS	C2DWNACXX				SL-HEL	8		WholeGenomeShotgun	PDO-1770	P-WG-0004	C2DWN.8	C2DWNACXX130830	130830_SL-HEL_0088_BFCC2DWNACXX					37544
WGS		202	PRJNA231909	SAMN03398872		BI	public	bam run.ga_realign run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX957305		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-266126	2015-03-16	315	198	human gut metagenome	ILLUMINA	2015-03-16	SRR1916447	SRS871293	SRP056054	PRJNA231909.3108598		WGS	C2E67ACXX				SL-HED	4		WholeGenomeShotgun	PDO-1770	P-WG-0004	C2E67.4	C2E67ACXX130830	130830_SL-HED_0078_BFCC2E67ACXX					37544
WGS		202	PRJNA231909	SAMN03398872		BI	public	bam run.ga_realign run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX999422		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-266126	2015-04-17	337	213	human gut metagenome	ILLUMINA	2015-04-17	SRR1980354	SRS871293	SRP056054	PRJNA231909.3108598		WGS	D2F1CACXX				SL-HEC	8		WholeGenomeShotgun	PDO-1770	P-WG-0004	D2F1C.8	D2F1CACXX130830	130830_SL-HEC_0056_AFCD2F1CACXX					37544
WGS		202	PRJNA231909	SAMN03398872		BI	public	bam run.ga_realign run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX999422		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-266126	2015-04-17	341	215	human gut metagenome	ILLUMINA	2015-04-17	SRR1980398	SRS871293	SRP056054	PRJNA231909.3108598		WGS	D2F1CACXX				SL-HEC	6		WholeGenomeShotgun	PDO-1770	P-WG-0004	D2F1C.6	D2F1CACXX130830	130830_SL-HEC_0056_AFCD2F1CACXX					37544
WGS		202	PRJNA231909	SAMN03398872		BI	public	bam run.ga_realign run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX999422		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-266126	2015-04-17	333	210	human gut metagenome	ILLUMINA	2015-04-17	SRR1980404	SRS871293	SRP056054	PRJNA231909.3108598		WGS	D2F1CACXX				SL-HEC	7		WholeGenomeShotgun	PDO-1770	P-WG-0004	D2F1C.7	D2F1CACXX130830	130830_SL-HEC_0056_AFCD2F1CACXX					37544
AMPLICON		350	PRJNA231909	SAMN03398873		BI	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX951072		350	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Solexa-157337	2015-03-11	24	13	human gut metagenome	ILLUMINA	2015-03-11	SRR1909433	SRS871294	SRP056054	PRJNA231909.3114862		16S	A3L91				SL-MAL	1		16S	PDO-1154	P-MCV-0002	A3L91.1	A3L91130510	130510_SL-MAL_0065_FC000000000-A3L91					36413
AMPLICON		350	PRJNA231909	SAMN03398874		BI	public	bam run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX951077		350	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Solexa-156229	2015-03-11	41	28	human gut metagenome	ILLUMINA	2015-03-11	SRR1909434	SRS871295	SRP056054	PRJNA231909.3114808		16S	A3RE3				SL-MAB	1		16S	PDO-1090	P-MCV-0002	A3RE3.1	A3RE3130430	130430_SL-MAB_0069_FC000000000-A3RE3					36338
AMPLICON		350	PRJNA231909	SAMN03398875		BI	public	bam run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX951074		350	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Solexa-157273	2015-03-11	15	8	human gut metagenome	ILLUMINA	2015-03-11	SRR1909435	SRS871296	SRP056054	PRJNA231909.3110142		16S	A3L91				SL-MAL	1		16S	PDO-1154	P-MCV-0002	A3L91.1	A3L91130510	130510_SL-MAL_0065_FC000000000-A3L91					36412
AMPLICON		350	PRJNA231909	SAMN03398876		BI	public	bam run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX951075		350	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Solexa-158068	2015-03-11	11	7	human gut metagenome	ILLUMINA	2015-03-11	SRR1909436	SRS871297	SRP056054	PRJNA231909.3113600		16S	A2RDP				SL-MAL	1		16S	PDO-1124	P-MCV-0002	A2RDP.1	A2RDP130513	130513_SL-MAL_0066_FC000000000-A2RDP					36373
AMPLICON		350	PRJNA231909	SAMN03398877		BI	public	bam run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX951076		350	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Solexa-156185	2015-03-11	15	10	human gut metagenome	ILLUMINA	2015-03-11	SRR1909437	SRS871298	SRP056054	PRJNA231909.3111967		16S	A3RE3				SL-MAB	1		16S	PDO-1090	P-MCV-0002	A3RE3.1	A3RE3130430	130430_SL-MAB_0069_FC000000000-A3RE3					36337
AMPLICON		350	PRJNA231909	SAMN03398878		BI	public	bam run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX951078		350	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Solexa-158168	2015-03-11	14	8	human gut metagenome	ILLUMINA	2015-03-11	SRR1909438	SRS871299	SRP056054	PRJNA231909.3107861		16S	A2RDP				SL-MAL	1		16S	PDO-1124	P-MCV-0002	A2RDP.1	A2RDP130513	130513_SL-MAL_0066_FC000000000-A2RDP					36374
WGS		202	PRJNA231909	SAMN03398878		BI	public	bam run.ga_realign run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX956796		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-266073	2015-03-13	371	234	human gut metagenome	ILLUMINA	2015-03-13	SRR1915816	SRS871299	SRP056054	PRJNA231909.3107861		WGS	C2E67ACXX				SL-HED	4		WholeGenomeShotgun	PDO-1770	P-WG-0004	C2E67.4	C2E67ACXX130830	130830_SL-HED_0078_BFCC2E67ACXX					37544
WGS		202	PRJNA231909	SAMN03398878		BI	public	bam run.ga_realign sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX956860		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-266073	2015-03-14	382	250	human gut metagenome	ILLUMINA	2015-03-13	SRR1915904	SRS871299	SRP056054	PRJNA231909.3107861		WGS	C2DWNACXX				SL-HEL	8		WholeGenomeShotgun	PDO-1770	P-WG-0004	C2DWN.8	C2DWNACXX130830	130830_SL-HEL_0088_BFCC2DWNACXX					37544
WGS		202	PRJNA231909	SAMN03398878		BI	public	bam run.ga_realign run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX999414		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-266073	2015-04-17	400	254	human gut metagenome	ILLUMINA	2015-04-17	SRR1980294	SRS871299	SRP056054	PRJNA231909.3107861		WGS	D2F1CACXX				SL-HEC	6		WholeGenomeShotgun	PDO-1770	P-WG-0004	D2F1C.6	D2F1CACXX130830	130830_SL-HEC_0056_AFCD2F1CACXX					37544
WGS		202	PRJNA231909	SAMN03398878		BI	public	bam run.ga_realign run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX999414		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-266073	2015-04-17	391	248	human gut metagenome	ILLUMINA	2015-04-17	SRR1980308	SRS871299	SRP056054	PRJNA231909.3107861		WGS	D2F1CACXX				SL-HEC	7		WholeGenomeShotgun	PDO-1770	P-WG-0004	D2F1C.7	D2F1CACXX130830	130830_SL-HEC_0056_AFCD2F1CACXX					37544
WGS		202	PRJNA231909	SAMN03398878		BI	public	bam run.ga_realign run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX999414		200	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	Pond-266073	2015-04-17	394	250	human gut metagenome	ILLUMINA	2015-04-17	SRR1980359	SRS871299	SRP056054	PRJNA231909.3107861		WGS	D2F1CACXX				SL-HEC	8		WholeGenomeShotgun	PDO-1770	P-WG-0004	D2F1C.8	D2F1CACXX130830	130830_SL-HEC_0056_AFCD2F1CACXX					37544
AMPLICON		350	PRJNA231909	SAMN03398880		BI	public	bam run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX951080		350	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Solexa-157998	2015-03-11	13	8	human gut metagenome	ILLUMINA	2015-03-11	SRR1909441	SRS871301	SRP056054	PRJNA231909.3114770		16S	A2RDP				SL-MAL	1		16S	PDO-1124	P-MCV-0002	A2RDP.1	A2RDP130513	130513_SL-MAL_0066_FC000000000-A2RDP					36373
AMPLICON		350	PRJNA231909	SAMN03398882		BI	public	bam run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX951061		350	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Solexa-158084	2015-03-10	34	22	human gut metagenome	ILLUMINA	2015-03-10	SRR1909406	SRS871303	SRP056054	PRJNA231909.3110007		16S	A2RDP				SL-MAL	1		16S	PDO-1124	P-MCV-0002	A2RDP.1	A2RDP130513	130513_SL-MAL_0066_FC000000000-A2RDP					36373
AMPLICON		350	PRJNA231909	SAMN03398883		BI	public	bam run.zq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX951063		350	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Solexa-157306	2015-03-10	9	5	human gut metagenome	ILLUMINA	2015-03-10	SRR1909407	SRS871304	SRP056054	PRJNA231909.3102663		16S	A3L91				SL-MAL	1		16S	PDO-1154	P-MCV-0002	A3L91.1	A3L91130510	130510_SL-MAL_0065_FC000000000-A3L91					36412
